OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,CatalogNumber,BasisOfRecord,Source,Family,Genus,ScientificName,Species,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,Country,StateProvince,County,Locality,EarliestDateCollected,LatestDateCollected,DecimalLongitude,DecimalLatitude,CoordinateUncertaintyInMeters,VerbatimCoordinates,IndividualCount,Sex,LifeStage,Remarks,HabitatType,CollectingMethod,VerbatimHostName,HostScientificName,HostCommonName,HostIndividualCount,HostCountInfested,AssociatedParasite,NumberSpecimensParasiteTested,IdentificationMethodForParasite,NumberParasitePositive,ParasiteTestedBy,EarliestYearCollected,x,y
204423,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,D. Futkaradze,USAMRD-G,19-0446,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis sulcata,sulcata,"B. Knott, T. Chunashvili",,5/22/2019,,Georgia,Samtskhe-Javakheti,Akhaltsikhe ,Minadze,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,43.115598,41.653854,3774,"41.65385366119, 43.1155979561879",6,6N,Nymph,"Tick Drag; grassy field, un-mowed, small structures and tents in the area; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,43.1157226560001,41.6539306640001
204424,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0384b,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,"B. Knott, T. Chunashvili",,5/22/2019,,Georgia,Samtskhe-Javakheti,Akhaltsikhe City,Akhaltsikhe,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,42.995454,41.635977,3774,"41.635977, 42.995454",1,1F,Adult,"Tick Drag; obsticale training site, grassy picnic area; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,42.995483398,41.636108398
204425,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0451,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,5/23/2019,,Georgia,Samtskhe-Javakheti,Akhaltsikhe ,Minadze,5/23/2019 12:00:00 AM,5/23/2019 12:00:00 AM,43.1121,41.649485,3774,"41.649485, 43.1121",1,1F,Adult,Tick Attached to Animal,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,43.112121582,41.649475098
204426,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0451,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,5/23/2019,,Georgia,Samtskhe-Javakheti,Akhaltsikhe ,Minadze,5/23/2019 12:00:00 AM,5/23/2019 12:00:00 AM,43.1121,41.649485,3774,"41.649485, 43.1121",1,1M,Adult,Tick Attached to Animal,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,43.112121582,41.649475098
204427,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0453,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,5/24/2019,,Georgia,Samtskhe-Javakheti,Akhaltsikhe City,Akhaltsikhe,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,42.995627,41.631597,3774,"41.6315970216986, 42.9956267332548",1,1F,Adult,"Tick Drag; in the weeds along roadside; Urban, Village or Military Base Housing",Vegetation,Dragging,,,,,,,,,,,2019,42.9957275390001,41.6317138670001
204428,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0452,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,5/24/2019,,Georgia,Samtskhe-Javakheti,Akhaltsikhe ,Minadze,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,43.111757,41.646659,3774,"41.646659, 43.111757",1,1M,Adult,Tick DragField - Mowed,Vegetation,Dragging,,,,,,,,,,,2019,43.111877441,41.6467285160001
204467,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0454,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/27/2019,,Georgia,Mtskheta-Mtianeti,Mtskheta,Nichbisi,5/27/2019 12:00:00 AM,5/27/2019 12:00:00 AM,44.548078,41.841038,3774,"41.8410375197208, 44.5480777823902",2,2M,Adult,Tick Drag; along roadside ; Roadside,Vegetation,Dragging,,,,,,,,,,,2019,44.5480957030001,41.841125488
204468,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0456,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/29/2019,,Georgia,Kakheti,Sagarejo,Sartichala ,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",2,2F,Adult,"Tick Drag; along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,45.184875488,41.7260742190001
204469,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0457,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/29/2019,,Georgia,Kakheti,Sagarejo,Sartichala ,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",2,2M,Adult,"Tick Drag; along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,45.184875488,41.7260742190001
204470,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0456,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/29/2019,,Georgia,Kakheti,Sagarejo,Sartichala ,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",1,1F,Adult,"Tick Drag; along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,45.184875488,41.7260742190001
204471,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0455,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/29/2019,,Georgia,Kvemo Kartli,Gardabani,Tbilisi,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.00836,41.75259,3774,"41.75259, 45.00836",1,1F,Adult,"Tick Drag; north side of camp; Urban, Village or Military Base Housing",Vegetation,Dragging,,,,,,,,,,,2019,45.0084838870001,41.7526855470001
204472,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0717,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/30/2019,,Georgia,Kvemo Kartli,Marneuli,Kumisi,5/30/2019 12:00:00 AM,5/30/2019 12:00:00 AM,44.80437,41.604476,3774,"41.604476, 44.80437",2,2M,Adult,"Tick Drag; lake kumisi. walnut trees, grass along dirt road, small stream; Forest edge",Vegetation,Dragging,,,,,,,,,,,2019,44.804504395,41.6044921870001
204651,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0678a,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/31/2019,,Georgia,Kvemo Kartli,Gardabani,Norio,5/31/2019 12:00:00 AM,5/31/2019 12:00:00 AM,45.008319,41.751328,3774,"41.751328, 45.008319",2,2F,Adult,"Tick Attached to Animal; puppies near the kitchen; Urban, Village or Military Base Housing",,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,45.0083007810001,41.751281738
204652,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0678a,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,5/31/2019,,Georgia,Kvemo Kartli,Gardabani,Norio,5/31/2019 12:00:00 AM,5/31/2019 12:00:00 AM,45.008319,41.751328,3774,"41.751328, 45.008319",2,2M,Adult,"Tick Attached to Animal; puppies near the kitchen; Urban, Village or Military Base Housing",,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,45.0083007810001,41.751281738
204653,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0776,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/12/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/12/2019 12:00:00 AM,6/12/2019 12:00:00 AM,42.047904,42.247148,3774,"42.2471484047642, 42.0479040965437",32,32L,Larva,Tick Drag; grassy area on airfield; Field - Grazed,Vegetation,Dragging,,,,,,,,,,,2019,42.047912598,42.2470703120001
204657,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0804,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Ixodes,Ixodes ricinus,ricinus,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Chkhorotsku,Lesichine,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.090029,42.414051,3774,"42.4140513426766, 42.0900294892444",1,1N,Nymph,Tick drag; dragged under the trees and forest edge. Short grass; Forest edge,Vegetation,Dragging,,,,,,,,,,,2019,42.0900878910001,42.414123535
204658,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,"B. Knott, T. Chunashvili, I. Skhirtladze, D. Futkaradze",USAMRD-G,19-0807,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.058148,42.281109,3774,"42.2811088964757, 42.0581477740509",44,44L,Larva,"Tick drag; forested hillside road, north of downtown Senaki, roadside grasses, pigs in pins nearby; Roadside",Vegetation,Dragging,,,,,,,,,,,2019,42.0582885740001,42.2811279300001
204659,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,"B. Knott, T. Chunashvili, I. Skhirtladze, D. Futkaradze",USAMRD-G,19-0807,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Ixodes,Ixodes ricinus,ricinus,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.058148,42.281109,3774,"42.2811088964757, 42.0581477740509",1,1N,Nymph,"Tick drag; forested hillside road, north of downtown Senaki, roadside grasses, pigs in pins nearby; Roadside",Vegetation,Dragging,,,,,,,,,,,2019,42.0582885740001,42.2811279300001
204660,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,"B. Knott, T. Chunashvili, I. Skhirtladze, D. Futkaradze",USAMRD-G,19-0807,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Ixodes,Ixodes ricinus,ricinus,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.058148,42.281109,3774,"42.2811088964757, 42.0581477740509",83,83L,Larva,"Tick drag; forested hillside road, north of downtown Senaki, roadside grasses, pigs in pins nearby; Roadside",Vegetation,Dragging,,,,,,,,,,,2019,42.0582885740001,42.2811279300001
204661,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0800,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.047141,42.276312,3774,"42.2763122967396, 42.0471413361682",4,4L,Larva,"Tick drag; hilltop area with a cross on it. Grass short, grazed; Field - Grazed",Vegetation,Dragging,,,,,,,,,,,2019,42.0471191410001,42.2763061520001
204662,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0798,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.05858,42.242579,3774,"42.2425785298742, 42.0585803966135",62,62L,Larva,"Tick drag; open field along airfield, cows graze on the grass; Field - Grazed",Vegetation,Dragging,,,,,,,,,,,2019,42.0587158200001,42.2426757810001
204663,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0799,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Senaki,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.05858,42.242579,3774,"42.2425785298742, 42.0585803966135",148,148L,Larva,"Tick drag; open field along airfield, cows graze on the grass; Field - Grazed",Vegetation,Dragging,,,,,,,,,,,2019,42.0587158200001,42.2426757810001
204664,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0801,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Satsuleiskirio,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.056412,42.311082,3774,"42.3110819560947, 42.0564119989707",100,100L,Larva,"Tick drag; roadside, farmfield; Field - Grazed",Vegetation,Dragging,,,,,,,,,,,2019,42.0565185550001,42.311096191
204665,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0802,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/13/2019,,Georgia,Samegrelo-Zemo Svaneti,Senaki,Satsuleiskirio,6/13/2019 12:00:00 AM,6/13/2019 12:00:00 AM,42.056412,42.311082,3774,"42.3110819560947, 42.0564119989707",100,100L,Larva,Tick dragField - Grazed,Vegetation,Dragging,,,,,,,,,,,2019,42.0565185550001,42.311096191
204878,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0809,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,6/17/2019,,Georgia,Kvemo Kartli,Gardabani,Norio,6/17/2019 12:00:00 AM,6/17/2019 12:00:00 AM,44.917492,41.798874,3774,"41.7988737923704, 44.9174922459474",1,1F,Adult,"Tick drag; side of road, trash area, creek with shrubs and grass; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,44.9174804690001,41.79888916
204879,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0809,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,6/17/2019,,Georgia,Kvemo Kartli,Gardabani,Norio,6/17/2019 12:00:00 AM,6/17/2019 12:00:00 AM,44.917492,41.798874,3774,"41.7988737923704, 44.9174922459474",1,1M,Adult,"Tick drag; side of road, trash area, creek with shrubs and grass; Field - Unmowed",Vegetation,Dragging,,,,,,,,,,,2019,44.9174804690001,41.79888916
204880,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0862,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/18/2019,,Georgia,Kvemo Kartli,Gardabani,Martkopi,6/18/2019 12:00:00 AM,6/18/2019 12:00:00 AM,45.002318,41.751273,3774,"41.7512734817503, 45.0023183638967",124,124L,Larva,Tick drag; fields and forest edges; Field - Grazed,Vegetation,Dragging,,,,,,,,,,,2019,45.0023193360001,41.751281738
205000,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0880,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,"B. Knott, T. Chunashvili",,6/26/2019,,Georgia,Kvemo Kartli,Gardabani,Martkopi,6/26/2019 12:00:00 AM,6/26/2019 12:00:00 AM,45.004305,41.75425,3774,"41.7542501587749, 45.0043047454196",31,31L,Larva,"Tick Drag; Navy visti, outside Norio base, on hillside, dragged fields and around shrubs; Field - Mowed",Vegetation,Dragging,,,,,,,,,,,2019,45.0042724610001,41.7542724610001
205067,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,,USAMRD-G,19-0930,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Hyalomma,Hyalomma dromedarii,dromedarii,"B. Knott, T. Chunashvili",,7/9/2019,,Georgia,Kvemo Kartli,Gardabani,Mughanlo,7/9/2019 12:00:00 AM,7/9/2019 12:00:00 AM,45.158481,41.761761,3774,"41.7617612792257, 45.1584807344347",1,1F,Adult,Tick Attached to Animal; tick attached to tortise; Field - Grazed,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,45.158508301,41.7619018550001
205540,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0944,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,7/30/2019,,Georgia,Tbilisi,Tbilisi_Saburtalo,Avchala,7/30/2019 12:00:00 AM,7/30/2019 12:00:00 AM,44.774851,41.806106,9,"41.806106, 44.774851",4,4F,Adult,Tick Attached to Animal; dogs in the dirt road; Roadside,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,44.7749023440001,41.8060913090001
205541,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0944,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,7/30/2019,,Georgia,Tbilisi,Tbilisi_Saburtalo,Avchala,7/30/2019 12:00:00 AM,7/30/2019 12:00:00 AM,44.774851,41.806106,9,"41.806106, 44.774851",14,14M,Adult,Tick Attached to Animal; dogs in the dirt road; Roadside,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,44.7749023440001,41.8060913090001
205947,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0944a,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus sanguineus,sanguineus,"B. Knott, T. Chunashvili",,8/3/2019,,Georgia,Tbilisi,Tbilisi_Saburtalo,Avchala,8/3/2019 12:00:00 AM,8/3/2019 12:00:00 AM,44.774851,41.806106,9,"41.806106, 44.774851",2,2M,Adult,Tick Attached to Animal; dogs in the dirt road; Roadside,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,44.7749023440001,41.8060913090001
205948,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0944a,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,8/3/2019,,Georgia,Tbilisi,Tbilisi_Saburtalo,Avchala,8/3/2019 12:00:00 AM,8/3/2019 12:00:00 AM,44.774851,41.806106,9,"41.806106, 44.774851",2,2F,Adult,Tick Attached to Animal; dogs in the dirt road; Roadside,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,44.7749023440001,41.8060913090001
205949,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0944a,,Human observation,GEIS P0031_19_GA_06.01 - VBD,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,"B. Knott, T. Chunashvili",,8/3/2019,,Georgia,Tbilisi,Tbilisi_Saburtalo,Avchala,8/3/2019 12:00:00 AM,8/3/2019 12:00:00 AM,44.774851,41.806106,9,"41.806106, 44.774851",2,2M,Adult,Tick Attached to Animal; dogs in the dirt road; Roadside,,Crawling or attached to animal,Dog,Canius lupus familiaris,domestic dog,,,,,,,,2019,44.7749023440001,41.8060913090001
205950,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0946,,Human observation,Agile Spirit exercise ,Ixodidae,Haemaphysalis,Haemaphysalis sulcata,sulcata,"B. Knott, T. Chunashvili",,8/6/2019,,Georgia,Kvemo Kartli,Gardabani,Rustavi,8/6/2019 12:00:00 AM,8/6/2019 12:00:00 AM,45.163668,41.585268,3774,"41.5852677685502, 45.1636683665675",1,1N,Nymph,Tick Drag; agile spirit exercise medical site evaluation.  rolling hills mostly dirt. looks like heavy grazing. mostly dried vegetation but a few green spots.; Field - Grazed,Vegetation,Dragging,,,,,,,,,,,2019,45.1636962890001,41.585327148
205951,U.S. Army Medical Research Directorate - Georgia (USAMRD-G) Walter Reed Army Institute of Research (WRAIR),MAJ Drew Reinbold-Wasson,B. Knott,USAMRD-G,19-0946,,Human observation,Agile Spirit exercise ,Ixodidae,Hyalomma,Hyalomma spp.,,"B. Knott, T. Chunashvili",,8/6/2019,,Georgia,Kvemo Kartli,Gardabani,Rustavi,8/6/2019 12:00:00 AM,8/6/2019 12:00:00 AM,45.163668,41.585268,3774,"41.5852677685502, 45.1636683665675",2,2N,Nymph,Tick Drag; agile spirit exercise medical site evaluation.  rolling hills mostly dirt. looks like heavy grazing. mostly dried vegetation but a few green spots.; Field - Grazed,Vegetation,Dragging,,,,,,,,,,,2019,45.1636962890001,41.585327148
